user_id,activity,timestamp
1,drink,2025-10-04 13:09
1,outside_in,2025-10-04 15:20
1,outside_out,2025-10-04 16:02
1,drink,2025-10-04 16:37
1,eat,2025-10-04 17:06
1,drink,2025-10-04 17:06
1,drink,2025-10-04 20:15
1,drink,2025-10-04 23:03
1,eat,2025-10-05 00:21

1,drink,2025-10-05 12:05
1,eat,2025-10-05 13:00
1,drink,2025-10-05 13:00
1,outside_in,2025-10-05 14:28
1,outside_out,2025-10-05 15:05
1,drink,2025-10-05 15:59
1,eat,2025-10-05 17:01
1,drink,2025-10-05 17:01
1,drink,2025-10-05 19:42
1,drink,2025-10-05 22:54

1,drink,2025-10-06 12:09
1,eat,2025-10-06 13:04
1,drink,2025-10-06 13:04
1,outside_in,2025-10-06 15:10
1,outside_out,2025-10-06 15:55
1,drink,2025-10-06 16:33
1,eat,2025-10-06 17:03
1,drink,2025-10-06 17:03
1,drink,2025-10-06 20:09
1,drink,2025-10-06 23:26

1,drink,2025-10-07 12:02
1,eat,2025-10-07 13:02
1,drink,2025-10-07 13:02
1,outside_in,2025-10-07 14:51
1,outside_out,2025-10-07 15:29
1,drink,2025-10-07 16:18
1,eat,2025-10-07 17:04
1,drink,2025-10-07 17:04
1,drink,2025-10-07 19:56
1,drink,2025-10-07 22:36
1,eat,2025-10-07 23:10

1,drink,2025-10-08 12:08
1,eat,2025-10-08 13:05
1,drink,2025-10-08 13:05
1,outside_in,2025-10-08 15:00
1,outside_out,2025-10-08 15:41
1,drink,2025-10-08 16:24
1,eat,2025-10-08 17:02
1,drink,2025-10-08 17:02
1,drink,2025-10-08 20:21
1,drink,2025-10-08 23:10

1,drink,2025-10-09 12:13
1,eat,2025-10-09 13:07
1,drink,2025-10-09 13:07
1,outside_in,2025-10-09 14:36
1,outside_out,2025-10-09 15:14
1,drink,2025-10-09 16:02
1,eat,2025-10-09 17:06
1,drink,2025-10-09 17:06
1,drink,2025-10-09 19:44
1,drink,2025-10-09 22:58

1,drink,2025-10-10 12:06
1,eat,2025-10-10 13:01
1,drink,2025-10-10 13:01
1,outside_in,2025-10-10 15:17
1,outside_out,2025-10-10 15:53
1,drink,2025-10-10 16:39
1,eat,2025-10-10 17:00
1,drink,2025-10-10 17:00
1,drink,2025-10-10 20:12
1,drink,2025-10-10 23:19
1,eat,2025-10-10 23:21

1,drink,2025-10-21 11:42
1,eat,2025-10-21 12:01
1,drink,2025-10-21 12:01
1,outside_in,2025-10-21 13:28
1,outside_out,2025-10-21 14:02
1,drink,2025-10-21 15:11
1,eat,2025-10-21 17:03
1,drink,2025-10-21 17:03
1,eat,2025-10-21 21:26
1,drink,2025-10-21 22:18

1,drink,2025-10-22 11:50
1,eat,2025-10-22 12:06
1,drink,2025-10-22 12:06
1,outside_in,2025-10-22 14:09
1,outside_out,2025-10-22 14:47
1,drink,2025-10-22 16:02
1,eat,2025-10-22 17:00
1,drink,2025-10-22 17:00
1,eat,2025-10-22 22:03
1,drink,2025-10-22 23:11

1,drink,2025-10-23 11:38
1,eat,2025-10-23 12:00
1,drink,2025-10-23 12:00
1,outside_in,2025-10-23 13:51
1,outside_out,2025-10-23 14:33
1,drink,2025-10-23 15:40
1,eat,2025-10-23 17:05
1,drink,2025-10-23 17:05
1,eat,2025-10-23 21:14
1,drink,2025-10-23 22:46

1,drink,2025-10-24 11:56
1,eat,2025-10-24 12:09
1,drink,2025-10-24 12:09
1,outside_in,2025-10-24 14:22
1,outside_out,2025-10-24 14:59
1,drink,2025-10-24 16:18
1,eat,2025-10-24 17:02
1,drink,2025-10-24 17:02
1,eat,2025-10-24 22:31
1,drink,2025-10-24 23:24

1,drink,2025-10-25 11:47
1,eat,2025-10-25 12:03
1,drink,2025-10-25 12:03
1,outside_in,2025-10-25 13:44
1,outside_out,2025-10-25 14:21
1,drink,2025-10-25 15:56
1,eat,2025-10-25 17:01
1,drink,2025-10-25 17:01
1,eat,2025-10-25 21:09
1,drink,2025-10-25 22:52

1,drink,2025-10-26 11:41
1,eat,2025-10-26 12:07
1,drink,2025-10-26 12:07
1,outside_in,2025-10-26 14:18
1,outside_out,2025-10-26 14:55
1,drink,2025-10-26 16:09
1,eat,2025-10-26 17:04
1,drink,2025-10-26 17:04
1,eat,2025-10-26 22:12
1,drink,2025-10-26 23:06

1,drink,2025-10-27 11:53
1,eat,2025-10-27 12:05
1,drink,2025-10-27 12:05
1,outside_in,2025-10-27 13:59
1,outside_out,2025-10-27 14:34
1,drink,2025-10-27 15:48
1,eat,2025-10-27 17:00
1,drink,2025-10-27 17:00
1,eat,2025-10-27 21:41
1,drink,2025-10-27 22:57

1,drink,2025-10-28 11:36
1,eat,2025-10-28 12:02
1,drink,2025-10-28 12:02
1,outside_in,2025-10-28 14:11
1,outside_out,2025-10-28 14:49
1,drink,2025-10-28 16:21
1,eat,2025-10-28 17:06
1,drink,2025-10-28 17:06
1,eat,2025-10-28 22:18
1,drink,2025-10-28 23:09
1,drink,2025-10-29 11:48
1,eat,2025-10-29 12:08
1,drink,2025-10-29 12:08
1,outside_in,2025-10-29 13:37
1,outside_out,2025-10-29 14:10
1,drink,2025-10-29 15:32
1,eat,2025-10-29 17:02
1,drink,2025-10-29 17:02
1,eat,2025-10-29 21:55
1,drink,2025-10-29 22:43

1,drink,2025-10-30 11:44
1,eat,2025-10-30 12:04
1,drink,2025-10-30 12:04
1,outside_in,2025-10-30 14:06
1,outside_out,2025-10-30 14:41
1,drink,2025-10-30 16:13
1,eat,2025-10-30 17:01
1,drink,2025-10-30 17:01
1,eat,2025-10-30 22:07
1,drink,2025-10-30 23:18

1,drink,2018-09-01 07:53:00
1,drink,2018-09-01 11:13:00
1,eat,2018-09-01 11:54:00
1,eat,2018-09-01 12:51:00
1,eat,2018-09-01 14:33:00
1,eat,2018-09-01 16:31:00
1,drink,2018-09-01 20:22:00
1,drink,2018-09-01 22:36:00
1,drink,2018-09-01 23:14:00
1,drink,2018-09-01 23:57:00
1,eat,2018-09-02 07:03:00
1,drink,2018-09-02 07:05:00
1,eat,2018-09-02 10:45:00
1,eat,2018-09-02 15:03:00
1,drink,2018-09-02 15:41:00
1,drink,2018-09-02 16:38:00
1,drink,2018-09-02 16:42:00
1,drink,2018-09-02 19:35:00
1,eat,2018-09-02 19:58:00
1,drink,2018-09-02 20:51:00
1,drink,2018-09-03 07:10:00
1,drink,2018-09-03 07:17:00
1,drink,2018-09-03 07:37:00
1,eat,2018-09-03 08:46:00
1,eat,2018-09-03 09:39:00
1,drink,2018-09-03 12:22:00
1,drink,2018-09-03 12:54:00
1,drink,2018-09-03 12:56:00
1,drink,2018-09-03 12:59:00
1,drink,2018-09-03 15:01:00
1,drink,2018-09-03 15:29:00
1,eat,2018-09-03 15:44:00
1,eat,2018-09-03 17:41:00
1,eat,2018-09-03 20:40:00
1,drink,2018-09-03 22:19:00
1,drink,2018-09-03 23:09:00
1,drink,2018-09-03 23:25:00
1,drink,2018-09-04 07:26:00
1,drink,2018-09-04 07:58:00
1,eat,2018-09-04 08:58:00
1,drink,2018-09-04 09:03:00
1,drink,2018-09-04 10:16:00
1,drink,2018-09-04 12:52:00
1,drink,2018-09-04 13:47:00
1,drink,2018-09-04 14:43:00
1,drink,2018-09-04 17:43:00
1,eat,2018-09-04 18:24:00
1,eat,2018-09-04 20:43:00
1,drink,2018-09-04 22:32:00
1,drink,2018-09-04 22:32:00
1,drink,2018-09-04 23:25:00
1,drink,2018-09-05 08:25:00
1,drink,2018-09-05 08:36:00
1,drink,2018-09-05 10:27:00
1,drink,2018-09-05 10:58:00
1,drink,2018-09-05 13:10:00
1,drink,2018-09-05 14:15:00
1,eat,2018-09-05 16:05:00
1,drink,2018-09-05 16:19:00
1,eat,2018-09-05 17:11:00
1,drink,2018-09-05 17:48:00
1,eat,2018-09-05 22:32:00
1,eat,2018-09-06 09:06:00
1,drink,2018-09-06 09:32:00
1,eat,2018-09-06 10:52:00
1,drink,2018-09-06 11:30:00
1,drink,2018-09-06 12:42:00
1,drink,2018-09-06 14:30:00
1,drink,2018-09-06 15:07:00
1,drink,2018-09-06 17:43:00
1,eat,2018-09-06 20:30:00
1,drink,2018-09-06 20:38:00
1,eat,2018-09-06 21:00:00
1,drink,2018-09-06 21:29:00
1,eat,2018-09-06 22:17:00
1,drink,2018-09-06 23:14:00
1,drink,2018-09-07 08:32:00
1,eat,2018-09-07 09:22:00
1,drink,2018-09-07 11:20:00
1,drink,2018-09-07 11:40:00
1,drink,2018-09-07 12:42:00
1,drink,2018-09-07 13:39:00
1,eat,2018-09-07 14:13:00
1,drink,2018-09-07 14:41:00
1,eat,2018-09-07 15:26:00
1,eat,2018-09-07 16:13:00
1,drink,2018-09-07 16:59:00
1,drink,2018-09-07 18:58:00
1,drink,2018-09-07 20:09:00
1,drink,2018-09-07 23:59:00
1,eat,2018-09-08 08:17:00
1,drink,2018-09-08 08:40:00
1,drink,2018-09-08 08:58:00
1,drink,2018-09-08 09:30:00
1,drink,2018-09-08 11:12:00
1,drink,2018-09-08 11:58:00
1,eat,2018-09-08 14:43:00
1,eat,2018-09-08 17:47:00
1,drink,2018-09-08 19:36:00
1,drink,2018-09-08 20:44:00
1,drink,2018-09-08 21:29:00
1,drink,2018-09-08 23:54:00
1,eat,2018-09-09 07:32:00
1,eat,2018-09-09 09:35:00
1,drink,2018-09-09 09:37:00
1,drink,2018-09-09 11:25:00
1,drink,2018-09-09 11:45:00
1,drink,2018-09-09 13:02:00
1,drink,2018-09-09 13:19:00
1,drink,2018-09-09 18:17:00
1,eat,2018-09-09 20:50:00
1,drink,2018-09-09 23:25:00
1,drink,2018-09-10 07:03:00
1,drink,2018-09-10 08:56:00
1,drink,2018-09-10 08:57:00
1,drink,2018-09-10 09:02:00
1,drink,2018-09-10 10:27:00
1,drink,2018-09-10 14:39:00
1,drink,2018-09-10 16:56:00
1,eat,2018-09-10 17:24:00
1,drink,2018-09-10 17:42:00
1,eat,2018-09-10 18:49:00
1,drink,2018-09-10 20:04:00
1,eat,2018-09-10 21:01:00
1,drink,2018-09-10 21:22:00
1,eat,2018-09-10 21:43:00
1,eat,2018-09-11 07:23:00
1,drink,2018-09-11 07:33:00
1,drink,2018-09-11 09:07:00
1,drink,2018-09-11 11:53:00
1,eat,2018-09-11 12:02:00
1,drink,2018-09-11 12:56:00
1,eat,2018-09-11 16:51:00
1,eat,2018-09-11 17:16:00
1,drink,2018-09-11 19:09:00
1,drink,2018-09-11 19:22:00
1,eat,2018-09-11 20:52:00
1,drink,2018-09-11 20:56:00
1,drink,2018-09-11 23:11:00
1,drink,2018-09-12 09:28:00
1,drink,2018-09-12 11:49:00
1,eat,2018-09-12 12:28:00
1,drink,2018-09-12 12:35:00
1,drink,2018-09-12 12:53:00
1,eat,2018-09-12 14:22:00
1,eat,2018-09-12 15:52:00
1,drink,2018-09-12 16:35:00
1,eat,2018-09-12 17:19:00
1,drink,2018-09-12 17:41:00
1,eat,2018-09-12 18:46:00
1,drink,2018-09-12 19:57:00
1,drink,2018-09-12 21:51:00
1,eat,2018-09-13 07:44:00
1,drink,2018-09-13 10:02:00
1,drink,2018-09-13 10:41:00
1,drink,2018-09-13 10:58:00
1,eat,2018-09-13 11:09:00
1,drink,2018-09-13 11:35:00
1,drink,2018-09-13 12:38:00
1,drink,2018-09-13 14:46:00
1,drink,2018-09-13 14:56:00
1,eat,2018-09-13 15:36:00
1,drink,2018-09-13 16:08:00
1,drink,2018-09-13 18:46:00
1,drink,2018-09-13 22:47:00
1,drink,2018-09-14 07:38:00
1,drink,2018-09-14 11:10:00
1,drink,2018-09-14 18:03:00
1,drink,2018-09-14 18:39:00
1,eat,2018-09-14 18:42:00
1,eat,2018-09-14 21:03:00
1,drink,2018-09-14 21:12:00
1,drink,2018-09-14 21:14:00
1,drink,2018-09-14 22:20:00
1,eat,2018-09-14 22:45:00
1,drink,2018-09-14 23:26:00
1,drink,2018-09-15 07:25:00
1,drink,2018-09-15 08:48:00
1,eat,2018-09-15 11:43:00
1,eat,2018-09-15 15:01:00
1,drink,2018-09-15 16:39:00
1,eat,2018-09-15 16:55:00
1,drink,2018-09-15 17:49:00
1,drink,2018-09-15 20:58:00
1,drink,2018-09-16 08:04:00
1,drink,2018-09-16 08:11:00
1,eat,2018-09-16 08:15:00
1,drink,2018-09-16 11:02:00
1,drink,2018-09-16 12:19:00
1,eat,2018-09-16 13:07:00
1,drink,2018-09-16 13:35:00
1,eat,2018-09-16 14:08:00
1,drink,2018-09-16 14:40:00
1,drink,2018-09-16 19:45:00
1,drink,2018-09-16 21:17:00
1,drink,2018-09-16 21:41:00
1,drink,2018-09-17 07:57:00
1,drink,2018-09-17 08:36:00
1,drink,2018-09-17 09:04:00
1,eat,2018-09-17 10:37:00
1,drink,2018-09-17 13:06:00
1,drink,2018-09-17 13:23:00
1,eat,2018-09-17 13:26:00
1,drink,2018-09-17 13:40:00
1,eat,2018-09-17 13:47:00
1,drink,2018-09-17 15:22:00
1,drink,2018-09-17 15:55:00
1,drink,2018-09-17 15:55:00
1,eat,2018-09-17 21:07:00
1,drink,2018-09-17 21:09:00
1,drink,2018-09-17 22:13:00
1,drink,2018-09-17 23:18:00
1,drink,2018-09-18 07:21:00
1,eat,2018-09-18 09:12:00
1,drink,2018-09-18 09:50:00
1,drink,2018-09-18 10:55:00
1,eat,2018-09-18 11:55:00
1,drink,2018-09-18 16:51:00
1,drink,2018-09-18 18:53:00
1,drink,2018-09-18 19:05:00
1,eat,2018-09-18 20:24:00
1,eat,2018-09-18 20:52:00
1,eat,2018-09-18 20:53:00
1,drink,2018-09-18 22:15:00
1,drink,2018-09-19 10:49:00
1,eat,2018-09-19 12:08:00
1,drink,2018-09-19 14:23:00
1,drink,2018-09-19 14:46:00
1,eat,2018-09-19 15:32:00
1,eat,2018-09-19 15:53:00
1,drink,2018-09-19 18:26:00
1,drink,2018-09-19 19:25:00
1,drink,2018-09-19 20:12:00
1,drink,2018-09-19 22:28:00
1,drink,2018-09-20 09:12:00
1,eat,2018-09-20 09:22:00
1,drink,2018-09-20 10:06:00
1,drink,2018-09-20 10:07:00
1,drink,2018-09-20 10:55:00
1,drink,2018-09-20 12:31:00
1,drink,2018-09-20 15:40:00
1,drink,2018-09-20 15:44:00
1,eat,2018-09-20 16:25:00
1,eat,2018-09-20 18:05:00
1,drink,2018-09-20 18:46:00
1,eat,2018-09-20 19:57:00
1,drink,2018-09-20 20:06:00
1,drink,2018-09-20 20:11:00
1,drink,2018-09-20 20:29:00
1,eat,2018-09-20 21:42:00
1,drink,2018-09-20 22:28:00
1,drink,2018-09-21 08:31:00
1,eat,2018-09-21 09:17:00
1,drink,2018-09-21 09:46:00
1,drink,2018-09-21 10:55:00
1,drink,2018-09-21 16:25:00
1,drink,2018-09-21 16:53:00
1,drink,2018-09-21 19:16:00
1,drink,2018-09-21 19:37:00
1,eat,2018-09-21 20:33:00
1,eat,2018-09-21 22:21:00
1,drink,2018-09-21 22:56:00
1,drink,2018-09-22 10:18:00
1,drink,2018-09-22 11:33:00
1,eat,2018-09-22 13:47:00
1,drink,2018-09-22 17:50:00
1,eat,2018-09-22 17:59:00
1,drink,2018-09-22 19:49:00
1,drink,2018-09-22 22:29:00
1,drink,2018-09-22 23:27:00
1,drink,2018-09-22 23:37:00
1,drink,2018-09-23 10:06:00
1,eat,2018-09-23 10:22:00
1,eat,2018-09-23 11:16:00
1,drink,2018-09-23 11:22:00
1,eat,2018-09-23 11:58:00
1,drink,2018-09-23 11:59:00
1,eat,2018-09-23 12:20:00
1,drink,2018-09-23 15:24:00
1,drink,2018-09-23 16:55:00
1,drink,2018-09-23 19:54:00
1,drink,2018-09-24 07:03:00
1,drink,2018-09-24 10:15:00
1,drink,2018-09-24 10:32:00
1,eat,2018-09-24 10:45:00
1,eat,2018-09-24 14:00:00
1,drink,2018-09-24 16:51:00
1,eat,2018-09-24 18:27:00
1,drink,2018-09-24 19:25:00
1,drink,2018-09-24 20:02:00
1,drink,2018-09-24 20:13:00
1,drink,2018-09-24 23:04:00
1,drink,2018-09-25 07:26:00
1,drink,2018-09-25 08:36:00
1,eat,2018-09-25 09:37:00
1,drink,2018-09-25 09:54:00
1,drink,2018-09-25 11:48:00
1,drink,2018-09-25 14:17:00
1,drink,2018-09-25 14:44:00
1,drink,2018-09-25 14:52:00
1,eat,2018-09-25 15:16:00
1,eat,2018-09-25 16:53:00
1,drink,2018-09-25 16:59:00
1,drink,2018-09-25 17:24:00
1,drink,2018-09-25 20:51:00
1,drink,2018-09-25 21:07:00
1,drink,2018-09-25 21:20:00
1,drink,2018-09-26 08:09:00
1,drink,2018-09-26 09:35:00
1,drink,2018-09-26 09:53:00
1,eat,2018-09-26 10:34:00
1,drink,2018-09-26 12:27:00
1,drink,2018-09-26 13:10:00
1,drink,2018-09-26 13:47:00
1,eat,2018-09-26 13:59:00
1,eat,2018-09-26 14:59:00
1,drink,2018-09-26 15:03:00
1,drink,2018-09-26 17:16:00
1,drink,2018-09-26 17:51:00
1,eat,2018-09-26 21:30:00
1,drink,2018-09-26 22:57:00
1,drink,2018-09-26 23:47:00
1,drink,2018-09-27 07:26:00
1,drink,2018-09-27 11:27:00
1,drink,2018-09-27 12:21:00
1,drink,2018-09-27 12:25:00
1,drink,2018-09-27 15:16:00
1,drink,2018-09-27 15:45:00
1,eat,2018-09-27 17:57:00
1,eat,2018-09-27 18:40:00
1,eat,2018-09-27 19:01:00
1,eat,2018-09-27 19:20:00
1,drink,2018-09-27 22:52:00
1,drink,2018-09-28 08:16:00
1,drink,2018-09-28 08:43:00
1,drink,2018-09-28 08:58:00
1,drink,2018-09-28 09:11:00
1,eat,2018-09-28 12:53:00
1,eat,2018-09-28 13:09:00
1,drink,2018-09-28 15:29:00
1,eat,2018-09-28 17:02:00
1,drink,2018-09-28 19:45:00
1,drink,2018-09-28 19:45:00
1,drink,2018-09-28 20:12:00
1,eat,2018-09-29 07:22:00
1,eat,2018-09-29 08:11:00
1,drink,2018-09-29 09:01:00
1,eat,2018-09-29 13:03:00
1,drink,2018-09-29 13:11:00
1,drink,2018-09-29 13:41:00
1,eat,2018-09-29 16:19:00
1,drink,2018-09-29 18:02:00
1,drink,2018-09-29 18:19:00
1,drink,2018-09-29 18:39:00
1,drink,2018-09-29 19:04:00
1,drink,2018-09-29 22:11:00
1,drink,2018-09-29 23:33:00
1,drink,2018-09-30 07:07:00
1,eat,2018-09-30 07:56:00
1,drink,2018-09-30 08:49:00
1,eat,2018-09-30 10:40:00
1,drink,2018-09-30 11:14:00
1,drink,2018-09-30 12:43:00
1,drink,2018-09-30 20:05:00
1,drink,2018-09-30 20:32:00
1,drink,2018-09-30 22:38:00
1,drink,2018-10-01 07:30:00
1,drink,2018-10-01 08:14:00
1,drink,2018-10-01 08:35:00
1,eat,2018-10-01 08:51:00
1,drink,2018-10-01 12:10:00
1,drink,2018-10-01 13:34:00
1,drink,2018-10-01 16:11:00
1,drink,2018-10-01 17:28:00
1,drink,2018-10-01 17:47:00
1,drink,2018-10-01 18:36:00
1,eat,2018-10-01 18:52:00
1,drink,2018-10-01 19:19:00
1,eat,2018-10-01 20:01:00
1,eat,2018-10-01 20:41:00
1,drink,2018-10-01 20:47:00
1,drink,2018-10-02 07:02:00
1,drink,2018-10-02 09:12:00
1,eat,2018-10-02 09:19:00
1,eat,2018-10-02 12:18:00
1,eat,2018-10-02 13:56:00
1,drink,2018-10-02 15:15:00
1,drink,2018-10-02 15:52:00
1,eat,2018-10-02 17:25:00
1,drink,2018-10-02 17:51:00
1,drink,2018-10-02 18:49:00
1,eat,2018-10-02 21:16:00
1,drink,2018-10-02 22:21:00
1,drink,2018-10-02 23:06:00
1,drink,2018-10-03 08:20:00
1,drink,2018-10-03 08:30:00
1,eat,2018-10-03 08:43:00
1,drink,2018-10-03 08:45:00
1,drink,2018-10-03 09:28:00
1,drink,2018-10-03 10:15:00
1,eat,2018-10-03 12:12:00
1,eat,2018-10-03 12:54:00
1,drink,2018-10-03 13:38:00
1,eat,2018-10-03 15:47:00
1,drink,2018-10-03 15:51:00
1,drink,2018-10-03 16:12:00
1,drink,2018-10-03 18:43:00
1,eat,2018-10-03 20:42:00
1,drink,2018-10-04 07:09:00
1,eat,2018-10-04 07:36:00
1,drink,2018-10-04 11:12:00
1,eat,2018-10-04 11:14:00
1,drink,2018-10-04 11:55:00
1,drink,2018-10-04 15:25:00
1,eat,2018-10-04 17:30:00
1,drink,2018-10-04 19:07:00
1,eat,2018-10-04 20:19:00
1,drink,2018-10-04 23:13:00
1,drink,2018-10-04 23:17:00
1,drink,2018-10-04 23:48:00
1,drink,2018-10-05 07:31:00
1,eat,2018-10-05 08:11:00
1,eat,2018-10-05 09:24:00
1,drink,2018-10-05 09:35:00
1,eat,2018-10-05 09:44:00
1,drink,2018-10-05 10:09:00
1,eat,2018-10-05 13:27:00
1,drink,2018-10-05 13:30:00
1,drink,2018-10-05 14:51:00
1,drink,2018-10-05 18:12:00
1,eat,2018-10-05 20:48:00
1,drink,2018-10-05 23:03:00
1,drink,2018-10-06 07:04:00
1,drink,2018-10-06 10:06:00
1,drink,2018-10-06 10:12:00
1,drink,2018-10-06 10:53:00
1,drink,2018-10-06 13:22:00
1,eat,2018-10-06 16:11:00
1,drink,2018-10-06 16:50:00
1,drink,2018-10-06 18:51:00
1,drink,2018-10-06 19:18:00
1,eat,2018-10-06 20:19:00
1,eat,2018-10-06 20:57:00
1,drink,2018-10-06 21:08:00
1,drink,2018-10-07 11:56:00
1,drink,2018-10-07 12:57:00
1,drink,2018-10-07 13:06:00
1,eat,2018-10-07 14:22:00
1,drink,2018-10-07 14:54:00
1,drink,2018-10-07 16:03:00
1,drink,2018-10-07 19:04:00
1,drink,2018-10-07 19:04:00
1,eat,2018-10-07 19:12:00
1,eat,2018-10-07 19:30:00
1,drink,2018-10-07 19:57:00
1,drink,2018-10-07 22:23:00
1,drink,2018-10-08 08:31:00
1,drink,2018-10-08 12:36:00
1,drink,2018-10-08 14:55:00
1,drink,2018-10-08 14:59:00
1,eat,2018-10-08 15:15:00
1,eat,2018-10-08 15:38:00
1,drink,2018-10-08 19:05:00
1,eat,2018-10-08 20:49:00
1,drink,2018-10-08 22:17:00
1,drink,2018-10-08 22:17:00
1,drink,2018-10-09 07:39:00
1,drink,2018-10-09 07:48:00
1,drink,2018-10-09 08:17:00
1,drink,2018-10-09 08:48:00
1,drink,2018-10-09 09:13:00
1,drink,2018-10-09 12:40:00
1,drink,2018-10-09 15:18:00
1,drink,2018-10-09 15:31:00
1,eat,2018-10-09 15:57:00
1,eat,2018-10-09 16:13:00
1,drink,2018-10-09 17:25:00
1,eat,2018-10-09 17:47:00
1,drink,2018-10-09 19:19:00
1,drink,2018-10-09 19:22:00
1,drink,2018-10-09 21:14:00
1,eat,2018-10-09 22:32:00
1,drink,2018-10-10 09:32:00
1,drink,2018-10-10 10:02:00
1,eat,2018-10-10 11:41:00
1,drink,2018-10-10 12:40:00
1,eat,2018-10-10 13:54:00
1,eat,2018-10-10 14:56:00
1,drink,2018-10-10 15:20:00
1,drink,2018-10-10 15:33:00
1,drink,2018-10-10 16:25:00
1,drink,2018-10-10 18:43:00
1,eat,2018-10-10 20:15:00
1,drink,2018-10-10 20:18:00
1,drink,2018-10-10 23:26:00
1,drink,2018-10-10 23:36:00
1,eat,2018-10-11 08:15:00
1,drink,2018-10-11 14:10:00
1,eat,2018-10-11 15:50:00
1,drink,2018-10-11 16:27:00
1,drink,2018-10-11 16:30:00
1,drink,2018-10-11 17:08:00
1,drink,2018-10-11 19:07:00
1,drink,2018-10-11 20:04:00
1,drink,2018-10-11 22:25:00
